Cancer id,Cancer label,Population code (ISO/UN),Population,Alpha‑3 code,Sex,Type,ASR (World) per 100 000
39,All cancers,630,Puerto Rico,PRI,1,0,266.61
39,All cancers,634,Qatar,QAT,1,0,70.72
39,All cancers,638,"France, La Réunion",REU,1,0,248.74
39,All cancers,642,Romania,ROU,1,0,330.79
39,All cancers,643,Russian Federation,RUS,1,0,288.54
39,All cancers,646,Rwanda,RWA,1,0,91.66
39,All cancers,662,Saint Lucia,LCA,1,0,199.33
39,All cancers,678,Sao Tome and Principe,STP,1,0,124.49
39,All cancers,682,Saudi Arabia,SAU,1,0,80.99
39,All cancers,686,Senegal,SEN,1,0,98.96
39,All cancers,688,Serbia,SRB,1,0,289.86
39,All cancers,694,Sierra Leone,SLE,1,0,39.3
39,All cancers,702,Singapore,SGP,1,0,235.89
39,All cancers,703,Slovakia,SVK,1,0,346.79
39,All cancers,704,Viet Nam,VNM,1,0,177.14
39,All cancers,705,Slovenia,SVN,1,0,343.67
39,All cancers,706,Somalia,SOM,1,0,95.35
39,All cancers,710,South Africa,ZAF,1,0,232.44
39,All cancers,716,Zimbabwe,ZWE,1,0,202.45
39,All cancers,724,Spain,ESP,1,0,319.93
39,All cancers,728,South Sudan,SSD,1,0,89.79
39,All cancers,729,Sudan,SDN,1,0,80.59
39,All cancers,740,Suriname,SUR,1,0,195.03
39,All cancers,748,Eswatini,SWZ,1,0,107.82
39,All cancers,752,Sweden,SWE,1,0,334.82
39,All cancers,756,Switzerland,CHE,1,0,329.9
39,All cancers,760,Syrian Arab Republic,SYR,1,0,142.74
39,All cancers,762,Tajikistan,TJK,1,0,92.7
39,All cancers,764,Thailand,THA,1,0,161.55
39,All cancers,768,Togo,TGO,1,0,105.4
39,All cancers,780,Trinidad and Tobago,TTO,1,0,195.45
39,All cancers,784,United Arab Emirates,ARE,1,0,86.43
39,All cancers,788,Tunisia,TUN,1,0,159.42
39,All cancers,792,Türkiye,TUR,1,0,273.7
39,All cancers,795,Turkmenistan,TKM,1,0,128.76
39,All cancers,800,Uganda,UGA,1,0,156.2
39,All cancers,804,Ukraine,UKR,1,0,236.39
39,All cancers,807,North Macedonia,MKD,1,0,239.8
39,All cancers,818,Egypt,EGY,1,0,175.06
39,All cancers,826,United Kingdom,GBR,1,0,327.71
39,All cancers,834,"Tanzania, United Republic of",TZA,1,0,132.8
39,All cancers,840,United States of America,USA,1,0,401.68
39,All cancers,854,Burkina Faso,BFA,1,0,112.53
39,All cancers,858,Uruguay,URY,1,0,322.27
39,All cancers,860,Uzbekistan,UZB,1,0,112.94
39,All cancers,862,Venezuela,VEN,1,0,201.61
39,All cancers,882,Samoa,WSM,1,0,242.13
39,All cancers,887,Yemen,YEM,1,0,77.81
39,All cancers,894,Zambia,ZMB,1,0,162.59
