Cancer id,Cancer label,Population code (ISO/UN),Population,Alpha‑3 code,Sex,Type,ASR (World) per 100 000
39,All cancers,512,Oman,OMN,0,0,105.25
39,All cancers,516,Namibia,NAM,0,0,193.48
39,All cancers,524,Nepal,NPL,0,0,81.6
39,All cancers,528,The Netherlands,NLD,0,0,341.44
39,All cancers,540,New Caledonia,NCL,0,0,287.55
39,All cancers,548,Vanuatu,VUT,0,0,108.16
39,All cancers,554,New Zealand,NZL,0,0,427.32
39,All cancers,558,Nicaragua,NIC,0,0,133.48
39,All cancers,562,Niger,NER,0,0,83.65
39,All cancers,566,Nigeria,NGA,0,0,113.55
39,All cancers,578,Norway,NOR,0,0,357.9
39,All cancers,586,Pakistan,PAK,0,0,105.58
39,All cancers,591,Panama,PAN,0,0,154.86
39,All cancers,598,Papua New Guinea,PNG,0,0,188.69
39,All cancers,600,Paraguay,PRY,0,0,192.24
39,All cancers,604,Peru,PER,0,0,173.81
39,All cancers,608,Philippines,PHL,0,0,185.4
39,All cancers,616,Poland,POL,0,0,262.76
39,All cancers,620,Portugal,PRT,0,0,294.63
39,All cancers,624,Guinea-Bissau,GNB,0,0,100.34
39,All cancers,626,Timor-Leste,TLS,0,0,84.45
39,All cancers,630,Puerto Rico,PRI,0,0,226.63
39,All cancers,634,Qatar,QAT,0,0,82.37
39,All cancers,638,"France, La Réunion",REU,0,0,203.07
39,All cancers,642,Romania,ROU,0,0,276.46
39,All cancers,643,Russian Federation,RUS,0,0,248.06
39,All cancers,646,Rwanda,RWA,0,0,83.22
39,All cancers,662,Saint Lucia,LCA,0,0,166.77
39,All cancers,678,Sao Tome and Principe,STP,0,0,104.86
39,All cancers,682,Saudi Arabia,SAU,0,0,87.09
39,All cancers,686,Senegal,SEN,0,0,113.85
39,All cancers,688,Serbia,SRB,0,0,250.4
39,All cancers,694,Sierra Leone,SLE,0,0,35.9
39,All cancers,702,Singapore,SGP,0,0,231.06
39,All cancers,703,Slovakia,SVK,0,0,283.3
39,All cancers,704,Viet Nam,VNM,0,0,150.75
39,All cancers,705,Slovenia,SVN,0,0,305.14
39,All cancers,706,Somalia,SOM,0,0,121.03
39,All cancers,710,South Africa,ZAF,0,0,203.42
39,All cancers,716,Zimbabwe,ZWE,0,0,207.96
39,All cancers,724,Spain,ESP,0,0,274.58
39,All cancers,728,South Sudan,SSD,0,0,99.42
39,All cancers,729,Sudan,SDN,0,0,95.63
39,All cancers,740,Suriname,SUR,0,0,169.46
39,All cancers,748,Eswatini,SWZ,0,0,135.3
39,All cancers,752,Sweden,SWE,0,0,310.03
39,All cancers,756,Switzerland,CHE,0,0,292.72
39,All cancers,760,Syrian Arab Republic,SYR,0,0,138.57
39,All cancers,762,Tajikistan,TJK,0,0,91.72
39,All cancers,764,Thailand,THA,0,0,154.36
39,All cancers,768,Togo,TGO,0,0,107.48
39,All cancers,780,Trinidad and Tobago,TTO,0,0,186.71
39,All cancers,784,United Arab Emirates,ARE,0,0,105.12
39,All cancers,788,Tunisia,TUN,0,0,135.35
39,All cancers,792,Türkiye,TUR,0,0,225.86
39,All cancers,795,Turkmenistan,TKM,0,0,122.73
39,All cancers,800,Uganda,UGA,0,0,154.35
39,All cancers,804,Ukraine,UKR,0,0,199.85
39,All cancers,807,North Macedonia,MKD,0,0,206.91
39,All cancers,818,Egypt,EGY,0,0,166.13
39,All cancers,826,United Kingdom,GBR,0,0,307.82
39,All cancers,834,"Tanzania, United Republic of",TZA,0,0,140.13
39,All cancers,840,United States of America,USA,0,0,366.95
39,All cancers,854,Burkina Faso,BFA,0,0,125.18
39,All cancers,858,Uruguay,URY,0,0,279.91
39,All cancers,860,Uzbekistan,UZB,0,0,112.67
39,All cancers,862,Venezuela,VEN,0,0,184.79
39,All cancers,882,Samoa,WSM,0,0,240.01
39,All cancers,887,Yemen,YEM,0,0,83.13
39,All cancers,894,Zambia,ZMB,0,0,159.53
