Cancer id,Cancer label,Population code (ISO/UN),Population,Alpha‑3 code,Sex,Type,ASR (World) per 100 000
39,All cancers,728,South Sudan,SSD,2,0,109.72
39,All cancers,729,Sudan,SDN,2,0,109.73
39,All cancers,740,Suriname,SUR,2,0,154.8
39,All cancers,748,Eswatini,SWZ,2,0,173.62
39,All cancers,752,Sweden,SWE,2,0,289.09
39,All cancers,756,Switzerland,CHE,2,0,260.24
39,All cancers,760,Syrian Arab Republic,SYR,2,0,136.87
39,All cancers,762,Tajikistan,TJK,2,0,92.03
39,All cancers,764,Thailand,THA,2,0,150.55
39,All cancers,768,Togo,TGO,2,0,111.05
39,All cancers,780,Trinidad and Tobago,TTO,2,0,182.07
39,All cancers,784,United Arab Emirates,ARE,2,0,157.81
39,All cancers,788,Tunisia,TUN,2,0,115.31
39,All cancers,792,Türkiye,TUR,2,0,192.24
39,All cancers,795,Turkmenistan,TKM,2,0,121.37
39,All cancers,800,Uganda,UGA,2,0,157.66
39,All cancers,804,Ukraine,UKR,2,0,182.13
39,All cancers,807,North Macedonia,MKD,2,0,180.52
39,All cancers,818,Egypt,EGY,2,0,161.11
39,All cancers,826,United Kingdom,GBR,2,0,292.54
39,All cancers,834,"Tanzania, United Republic of",TZA,2,0,151.13
39,All cancers,840,United States of America,USA,2,0,341.74
39,All cancers,854,Burkina Faso,BFA,2,0,138.54
39,All cancers,858,Uruguay,URY,2,0,253.2
39,All cancers,860,Uzbekistan,UZB,2,0,114.63
39,All cancers,862,Venezuela,VEN,2,0,174.5
39,All cancers,882,Samoa,WSM,2,0,246.25
39,All cancers,887,Yemen,YEM,2,0,89.17
39,All cancers,894,Zambia,ZMB,2,0,164.77
