Cancer id,Cancer label,Population code (ISO/UN),Population,Alpha‑3 code,Sex,Type,ASR (World) per 100 000
15,"Trachea, bronchus and lung",458,Malaysia,MYS,2,0,7.12
15,"Trachea, bronchus and lung",462,Maldives,MDV,2,0,5.9
15,"Trachea, bronchus and lung",466,Mali,MLI,2,0,2.01
15,"Trachea, bronchus and lung",470,Malta,MLT,2,0,11.92
15,"Trachea, bronchus and lung",474,"France, Martinique",MTQ,2,0,6.05
15,"Trachea, bronchus and lung",478,Mauritania,MRT,2,0,1.19
15,"Trachea, bronchus and lung",480,Mauritius,MUS,2,0,5.34
15,"Trachea, bronchus and lung",484,Mexico,MEX,2,0,3.83
15,"Trachea, bronchus and lung",496,Mongolia,MNG,2,0,6.38
15,"Trachea, bronchus and lung",498,Moldova,MDA,2,0,7.14
15,"Trachea, bronchus and lung",499,Montenegro,MNE,2,0,17.24
15,"Trachea, bronchus and lung",504,Morocco,MAR,2,0,4.2
15,"Trachea, bronchus and lung",508,Mozambique,MOZ,2,0,0.68
15,"Trachea, bronchus and lung",512,Oman,OMN,2,0,2.84
15,"Trachea, bronchus and lung",516,Namibia,NAM,2,0,4.12
15,"Trachea, bronchus and lung",524,Nepal,NPL,2,0,6.28
15,"Trachea, bronchus and lung",528,The Netherlands,NLD,2,0,33.89
15,"Trachea, bronchus and lung",540,New Caledonia,NCL,2,0,25.82
15,"Trachea, bronchus and lung",548,Vanuatu,VUT,2,0,3.44
15,"Trachea, bronchus and lung",554,New Zealand,NZL,2,0,22.17
15,"Trachea, bronchus and lung",558,Nicaragua,NIC,2,0,4.15
15,"Trachea, bronchus and lung",562,Niger,NER,2,0,0.09
15,"Trachea, bronchus and lung",566,Nigeria,NGA,2,0,1.6
15,"Trachea, bronchus and lung",578,Norway,NOR,2,0,27.62
15,"Trachea, bronchus and lung",586,Pakistan,PAK,2,0,2.31
15,"Trachea, bronchus and lung",591,Panama,PAN,2,0,4.29
15,"Trachea, bronchus and lung",598,Papua New Guinea,PNG,2,0,7.91
15,"Trachea, bronchus and lung",600,Paraguay,PRY,2,0,4.45
15,"Trachea, bronchus and lung",604,Peru,PER,2,0,6.74
15,"Trachea, bronchus and lung",608,Philippines,PHL,2,0,13
15,"Trachea, bronchus and lung",616,Poland,POL,2,0,24.11
15,"Trachea, bronchus and lung",620,Portugal,PRT,2,0,13.3
15,"Trachea, bronchus and lung",624,Guinea-Bissau,GNB,2,0,1.36
15,"Trachea, bronchus and lung",626,Timor-Leste,TLS,2,0,5.97
15,"Trachea, bronchus and lung",630,Puerto Rico,PRI,2,0,6.76
15,"Trachea, bronchus and lung",634,Qatar,QAT,2,0,4.63
15,"Trachea, bronchus and lung",638,"France, La Réunion",REU,2,0,9.18
15,"Trachea, bronchus and lung",642,Romania,ROU,2,0,14.57
15,"Trachea, bronchus and lung",643,Russian Federation,RUS,2,0,8.64
15,"Trachea, bronchus and lung",646,Rwanda,RWA,2,0,1.51
15,"Trachea, bronchus and lung",662,Saint Lucia,LCA,2,0,3.43
15,"Trachea, bronchus and lung",678,Sao Tome and Principe,STP,2,0,9.53
15,"Trachea, bronchus and lung",682,Saudi Arabia,SAU,2,0,2.47
15,"Trachea, bronchus and lung",686,Senegal,SEN,2,0,1.52
15,"Trachea, bronchus and lung",688,Serbia,SRB,2,0,23.82
15,"Trachea, bronchus and lung",694,Sierra Leone,SLE,2,0,0.02
15,"Trachea, bronchus and lung",702,Singapore,SGP,2,0,15.86
15,"Trachea, bronchus and lung",703,Slovakia,SVK,2,0,12.3
15,"Trachea, bronchus and lung",704,Viet Nam,VNM,2,0,11
15,"Trachea, bronchus and lung",705,Slovenia,SVN,2,0,25.69
15,"Trachea, bronchus and lung",706,Somalia,SOM,2,0,3.13
15,"Trachea, bronchus and lung",710,South Africa,ZAF,2,0,11.23
15,"Trachea, bronchus and lung",716,Zimbabwe,ZWE,2,0,3.87
15,"Trachea, bronchus and lung",724,Spain,ESP,2,0,16.02
15,"Trachea, bronchus and lung",728,South Sudan,SSD,2,0,1.8
15,"Trachea, bronchus and lung",729,Sudan,SDN,2,0,1.93
15,"Trachea, bronchus and lung",740,Suriname,SUR,2,0,10.44
15,"Trachea, bronchus and lung",748,Eswatini,SWZ,2,0,2.41
15,"Trachea, bronchus and lung",752,Sweden,SWE,2,0,19.06
15,"Trachea, bronchus and lung",756,Switzerland,CHE,2,0,20.57
15,"Trachea, bronchus and lung",760,Syrian Arab Republic,SYR,2,0,8.16
15,"Trachea, bronchus and lung",762,Tajikistan,TJK,2,0,3.81
15,"Trachea, bronchus and lung",764,Thailand,THA,2,0,11.73
15,"Trachea, bronchus and lung",768,Togo,TGO,2,0,0.88
15,"Trachea, bronchus and lung",780,Trinidad and Tobago,TTO,2,0,5.12
15,"Trachea, bronchus and lung",784,United Arab Emirates,ARE,2,0,5.07
15,"Trachea, bronchus and lung",788,Tunisia,TUN,2,0,4.5
15,"Trachea, bronchus and lung",792,Türkiye,TUR,2,0,13.5
15,"Trachea, bronchus and lung",795,Turkmenistan,TKM,2,0,4.45
15,"Trachea, bronchus and lung",800,Uganda,UGA,2,0,2.61
15,"Trachea, bronchus and lung",804,Ukraine,UKR,2,0,6.25
15,"Trachea, bronchus and lung",807,North Macedonia,MKD,2,0,14.3
15,"Trachea, bronchus and lung",818,Egypt,EGY,2,0,4.35
15,"Trachea, bronchus and lung",826,United Kingdom,GBR,2,0,28.53
15,"Trachea, bronchus and lung",834,"Tanzania, United Republic of",TZA,2,0,2.25
15,"Trachea, bronchus and lung",840,United States of America,USA,2,0,30.4
15,"Trachea, bronchus and lung",854,Burkina Faso,BFA,2,0,4.51
15,"Trachea, bronchus and lung",858,Uruguay,URY,2,0,16.36
15,"Trachea, bronchus and lung",860,Uzbekistan,UZB,2,0,4.1
15,"Trachea, bronchus and lung",862,Venezuela,VEN,2,0,12.17
15,"Trachea, bronchus and lung",882,Samoa,WSM,2,0,18.88
15,"Trachea, bronchus and lung",887,Yemen,YEM,2,0,3.2
15,"Trachea, bronchus and lung",894,Zambia,ZMB,2,0,2.24
