code,country,both,male,female
740,Suriname,16.62,24.11,10.44
748,Eswatini,4.12,7.59,2.41
752,Sweden,17.39,15.75,19.06
756,Switzerland,24.07,27.93,20.57
760,Syrian Arab Republic,17.82,28.74,8.16
762,Tajikistan,5.35,7.05,3.81
764,Thailand,18.14,25.91,11.73
768,Togo,1.9,3.11,0.88
780,Trinidad and Tobago,11.66,19.16,5.12
784,United Arab Emirates,6.22,6.78,5.07
788,Tunisia,20.14,37.75,4.5
792,Türkiye,37.88,67.99,13.5
795,Turkmenistan,9.53,16.14,4.45
800,Uganda,3.0,3.45,2.61
804,Ukraine,20.57,41.71,6.25
807,North Macedonia,31.07,49.44,14.3
818,Egypt,8.8,13.93,4.35
826,United Kingdom,30.05,31.92,28.53
834,"Tanzania, United Republic of",2.48,2.75,2.25
840,United States of America,31.85,33.7,30.4
854,Burkina Faso,3.76,3.01,4.51
858,Uruguay,29.7,46.56,16.36
860,Uzbekistan,8.41,13.63,4.1
862,Venezuela,15.86,20.38,12.17
882,Samoa,33.34,49.63,18.88
887,Yemen,4.05,5.04,3.2
894,Zambia,3.03,4.57,2.24
