code,country,both,male,female
740,Suriname,3.41,0.0,6.67
748,Eswatini,0.66,0.0,1.23
752,Sweden,6.79,3.17,10.51
756,Switzerland,6.99,3.87,10.14
760,Syrian Arab Republic,4.35,2.9,5.7
762,Tajikistan,0.34,0.13,0.54
764,Thailand,3.37,1.4,5.2
768,Togo,0.99,0.11,1.78
780,Trinidad and Tobago,4.94,1.42,8.27
784,United Arab Emirates,5.35,2.35,13.08
788,Tunisia,2.46,1.07,3.75
792,Türkiye,15.55,6.16,24.57
795,Turkmenistan,1.33,0.64,1.94
800,Uganda,1.82,0.9,2.46
804,Ukraine,6.0,2.37,9.25
807,North Macedonia,1.37,0.58,2.11
818,Egypt,2.79,1.86,3.69
826,United Kingdom,5.14,2.68,7.57
834,"Tanzania, United Republic of",1.28,1.01,1.56
840,United States of America,12.07,5.87,18.28
854,Burkina Faso,0.83,0.25,1.26
858,Uruguay,8.51,2.17,14.61
860,Uzbekistan,1.16,0.51,1.76
862,Venezuela,3.39,1.56,5.08
882,Samoa,9.9,4.83,15.33
887,Yemen,2.25,1.36,3.15
894,Zambia,0.84,0.69,0.99
